,title,price,link
20,"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel Iris Xe graphics, 720p HD camera, Backlit KB, Thin & Light (Win 11, Silver, 1.69 kg), fy5008TU  ","49,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozODAxNjY4NzE4MDgxMTkzOjE3MjA3Njk5MTE6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI1MDgzMTQ5NDQzMjo6Mzo6&url=%2FHP-i5-1235U-15-6-inch-graphics-fy5008TU%2Fdp%2FB0D4M1XZ3D%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.85e046b2-1010-4183-b7b7-f25119863240%253Aamzn1.sym.85e046b2-1010-4183-b7b7-f25119863240%26crid%3D3LEN38FUIZBOU%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.TmtmzjO3MtakldqgEuHfYpwl8Wt7SuhaDiew0HVe1ILKKpZExeq8pi_MkQ-uYT4u78V5BXlpG1_eQQlPfXe6jg.DZ0fzjBFKDtn7E1-XcjauLdisEYYO7kK0AHhfy_II_I%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0D4M1XZ3D%26pd_rd_r%3D7267f170-8d18-4c70-885b-8b7c4ce4f837%26pd_rd_w%3D8XvGF%26pd_rd_wg%3DrKcIP%26pf_rd_p%3D85e046b2-1010-4183-b7b7-f25119863240%26pf_rd_r%3D2C7G1RJTEREJDYG3R6WN%26qid%3D1720769911%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C268%26sr%3D1-4-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
21,"Lenovo [Smartchoice] LOQ 12th Gen Intel Core i5-12450HX /39.6cm/ 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/ RTX 3050 6GB Graphics/100% sRGB/MSO 21/3 Mon Game Pass/Grey/2.4Kg), 83GS003UIN  ","69,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozODAxNjY4NzE4MDgxMTkzOjE3MjA3Njk5MTE6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDI1MTA3ODQzNjQzMjo6NDo6&url=%2FLenovo-Smartchoice-i5-12450HX-Graphics-83GS003UIN%2Fdp%2FB0CX8XPKWJ%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.85e046b2-1010-4183-b7b7-f25119863240%253Aamzn1.sym.85e046b2-1010-4183-b7b7-f25119863240%26crid%3D3LEN38FUIZBOU%26cv_ct_cx%3Dlaptop%26dib%3DeyJ2IjoiMSJ9.TmtmzjO3MtakldqgEuHfYpwl8Wt7SuhaDiew0HVe1ILKKpZExeq8pi_MkQ-uYT4u78V5BXlpG1_eQQlPfXe6jg.DZ0fzjBFKDtn7E1-XcjauLdisEYYO7kK0AHhfy_II_I%26dib_tag%3Dse%26keywords%3Dlaptop%26pd_rd_i%3DB0CX8XPKWJ%26pd_rd_r%3D7267f170-8d18-4c70-885b-8b7c4ce4f837%26pd_rd_w%3D8XvGF%26pd_rd_wg%3DrKcIP%26pf_rd_p%3D85e046b2-1010-4183-b7b7-f25119863240%26pf_rd_r%3D2C7G1RJTEREJDYG3R6WN%26qid%3D1720769911%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C268%26sr%3D1-5-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
22,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon graphics, Thin & light, Dual speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU  ","31,990",https://amazon.in//HP-15-6inch-Micro-Edge-Anti-Glare-15s-Eq2143au/dp/B09R1MMMTH/ref=sr_1_6?crid=3LEN38FUIZBOU&dib=eyJ2IjoiMSJ9.iUhFWZy7nDKE-Z4z6TlOw2nZ0ct-psVKUHHC5joD2L7w-Sd3nvz2-kQmpgEdjNTnRfJmOZQwo3M7JqByPC49lSi5V0Qu_d4NSiG6ppgBTkoXNO2WhJXtJCqFUf1AapOUcE8B2-OldkhC6coOMWJsRGsffKkTEQNn3QMndBd9xawAahDwrZzceHpOsOjkMNe0HrpO0rUXiGEJKmgsywEWPCaXAYqkJnU4vgYORq1yffs.mBkrGKVPIOJx4dLwinbLHM6KKrd60zYizOb3w59opP8&dib_tag=se&keywords=laptop&qid=1720769911&sprefix=laptop%2Caps%2C268&sr=8-6
23,"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, Backlit KB,MSO,Thin & Light, Dual speakers (Win 11, Silver, 1.69 kg), fq5330TU  ","52,025",https://amazon.in//HP-i5-1235U-15-6-inch-graphics-speakers/dp/B0CTKHTNWL/ref=sr_1_7?crid=3LEN38FUIZBOU&dib=eyJ2IjoiMSJ9.iUhFWZy7nDKE-Z4z6TlOw2nZ0ct-psVKUHHC5joD2L7w-Sd3nvz2-kQmpgEdjNTnRfJmOZQwo3M7JqByPC49lSi5V0Qu_d4NSiG6ppgBTkoXNO2WhJXtJCqFUf1AapOUcE8B2-OldkhC6coOMWJsRGsffKkTEQNn3QMndBd9xawAahDwrZzceHpOsOjkMNe0HrpO0rUXiGEJKmgsywEWPCaXAYqkJnU4vgYORq1yffs.mBkrGKVPIOJx4dLwinbLHM6KKrd60zYizOb3w59opP8&dib_tag=se&keywords=laptop&qid=1720769911&sprefix=laptop%2Caps%2C268&sr=8-7
24,"Walker Thin & Light Laptop, 14.1 inch (4GB Ram,128GB SSD) | FHD IPS Display 1920 * 1080 Resolution | Gemini Lake N4020 | UHD Graphics 600| Mini-HDMI| Webcam | Windows 11 Home | Cloud Silver  ","12,990",https://amazon.in//Walker-Display-Resolution-Graphics-Mini-HDMI/dp/B0CGVLLWT3/ref=sr_1_8?crid=3LEN38FUIZBOU&dib=eyJ2IjoiMSJ9.iUhFWZy7nDKE-Z4z6TlOw2nZ0ct-psVKUHHC5joD2L7w-Sd3nvz2-kQmpgEdjNTnRfJmOZQwo3M7JqByPC49lSi5V0Qu_d4NSiG6ppgBTkoXNO2WhJXtJCqFUf1AapOUcE8B2-OldkhC6coOMWJsRGsffKkTEQNn3QMndBd9xawAahDwrZzceHpOsOjkMNe0HrpO0rUXiGEJKmgsywEWPCaXAYqkJnU4vgYORq1yffs.mBkrGKVPIOJx4dLwinbLHM6KKrd60zYizOb3w59opP8&dib_tag=se&keywords=laptop&qid=1720769858&sprefix=laptop%2Caps%2C268&sr=8-8
25,"Walker Thin & Light Laptop, 14.1 inch (4GB Ram,128GB SSD) | FHD IPS Display 1920 * 1080 Resolution | Gemini Lake N4020 | UHD Graphics 600| Mini-HDMI| Webcam | Windows 11 Home | Cloud Silver  ","12,990",https://amazon.in//Walker-Display-Resolution-Graphics-Mini-HDMI/dp/B0CGVLLWT3/ref=sr_1_8?crid=3LEN38FUIZBOU&dib=eyJ2IjoiMSJ9.iUhFWZy7nDKE-Z4z6TlOw2nZ0ct-psVKUHHC5joD2L7w-Sd3nvz2-kQmpgEdjNTnRfJmOZQwo3M7JqByPC49lSi5V0Qu_d4NSiG6ppgBTkoXNO2WhJXtJCqFUf1AapOUcE8B2-OldkhC6coOMWJsRGsffKkTEQNn3QMndBd9xawAahDwrZzceHpOsOjkMNe0HrpO0rUXiGEJKmgsywEWPCaXAYqkJnU4vgYORq1yffs.mBkrGKVPIOJx4dLwinbLHM6KKrd60zYizOb3w59opP8&dib_tag=se&keywords=laptop&qid=1720769911&sprefix=laptop%2Caps%2C268&sr=8-8
26,"(Refurbished) Lenovo ThinkPad 5th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 10 Pro/MS Office/WiFi/Webcam/Intel Graphics), Black  ","14,200",https://amazon.in//Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CR495DW5/ref=sr_1_9?crid=3LEN38FUIZBOU&dib=eyJ2IjoiMSJ9.iUhFWZy7nDKE-Z4z6TlOw2nZ0ct-psVKUHHC5joD2L7w-Sd3nvz2-kQmpgEdjNTnRfJmOZQwo3M7JqByPC49lSi5V0Qu_d4NSiG6ppgBTkoXNO2WhJXtJCqFUf1AapOUcE8B2-OldkhC6coOMWJsRGsffKkTEQNn3QMndBd9xawAahDwrZzceHpOsOjkMNe0HrpO0rUXiGEJKmgsywEWPCaXAYqkJnU4vgYORq1yffs.mBkrGKVPIOJx4dLwinbLHM6KKrd60zYizOb3w59opP8&dib_tag=se&keywords=laptop&qid=1720769911&sprefix=laptop%2Caps%2C268&sr=8-9
27,"Lenovo IdeaPad Slim 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/MS Office 2021/1Yr ADP Free/Cloud Grey/1.61Kg), 82R400ERIN  ","38,990",https://amazon.in//Lenovo-IdeaPad-Laptop-Windows-82R400ERIN/dp/B0CP2KRYLM/ref=sr_1_10?crid=3LEN38FUIZBOU&dib=eyJ2IjoiMSJ9.iUhFWZy7nDKE-Z4z6TlOw2nZ0ct-psVKUHHC5joD2L7w-Sd3nvz2-kQmpgEdjNTnRfJmOZQwo3M7JqByPC49lSi5V0Qu_d4NSiG6ppgBTkoXNO2WhJXtJCqFUf1AapOUcE8B2-OldkhC6coOMWJsRGsffKkTEQNn3QMndBd9xawAahDwrZzceHpOsOjkMNe0HrpO0rUXiGEJKmgsywEWPCaXAYqkJnU4vgYORq1yffs.mBkrGKVPIOJx4dLwinbLHM6KKrd60zYizOb3w59opP8&dib_tag=se&keywords=laptop&qid=1720769911&sprefix=laptop%2Caps%2C268&sr=8-10
28,"Dell 14 Thin & Light Laptop, 12th Gen Intel Core i3-1215U Processor/8GB/512GB SSD/Intel UHD Graphics/14.0""(35.56cm) FHD/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Grey/1.48kg  ","34,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NzkzOTcyOTg0MzQxMTkzOjE3MjA3Njk5MTE6c3BfbXRmOjMwMDI1MDgzMTQ5MzIzMjo6MDo6&url=%2FDell-14-Rheinland-Certified-Comfortview%2Fdp%2FB0BQJ9HZPP%2Fref%3Dsr_1_11_sspa%3Fcrid%3D3LEN38FUIZBOU%26dib%3DeyJ2IjoiMSJ9.iUhFWZy7nDKE-Z4z6TlOw2nZ0ct-psVKUHHC5joD2L7w-Sd3nvz2-kQmpgEdjNTnRfJmOZQwo3M7JqByPC49lSi5V0Qu_d4NSiG6ppgBTkoXNO2WhJXtJCqFUf1AapOUcE8B2-OldkhC6coOMWJsRGsffKkTEQNn3QMndBd9xawAahDwrZzceHpOsOjkMNe0HrpO0rUXiGEJKmgsywEWPCaXAYqkJnU4vgYORq1yffs.mBkrGKVPIOJx4dLwinbLHM6KKrd60zYizOb3w59opP8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1720769911%26sprefix%3Dlaptop%252Caps%252C268%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
29,"ASUS Vivobook 16 (2023)Thin & Light Laptop,Intel Core i9-13900H 13th Gen, 16"" (40.64 cm) FHD+(16GB RAM/512GB SSD/Intel Iris Xe/Win 11/Office 2021/Backlit KB/Fingerprint/Black/1.88 kg) X1605VA-MB947WS  ","99,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NzkzOTcyOTg0MzQxMTkzOjE3MjA3Njk5MTE6c3BfbXRmOjMwMDEyMDAyMjQyNzQzMjo6MDo6&url=%2FASUS-Vivobook-i9-13900H-Fingerprint-X1605VA-MB947WS%2Fdp%2FB0CHMZRC89%2Fref%3Dsr_1_12_sspa%3Fcrid%3D3LEN38FUIZBOU%26dib%3DeyJ2IjoiMSJ9.iUhFWZy7nDKE-Z4z6TlOw2nZ0ct-psVKUHHC5joD2L7w-Sd3nvz2-kQmpgEdjNTnRfJmOZQwo3M7JqByPC49lSi5V0Qu_d4NSiG6ppgBTkoXNO2WhJXtJCqFUf1AapOUcE8B2-OldkhC6coOMWJsRGsffKkTEQNn3QMndBd9xawAahDwrZzceHpOsOjkMNe0HrpO0rUXiGEJKmgsywEWPCaXAYqkJnU4vgYORq1yffs.mBkrGKVPIOJx4dLwinbLHM6KKrd60zYizOb3w59opP8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1720769911%26sprefix%3Dlaptop%252Caps%252C268%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
30,"ASUS VivoBook 15 (2021) Thin and Light Laptop, Dual Core Intel Celeron N4020, 15.6-inch (39.62 cm) HD, (4GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Transparent Silver/1.8 Kg), X515MA-BR011W  ","21,530",https://amazon.in//ASUS-15-6-inch-Integrated-Transparent-X515MA-BR011W/dp/B09SGGB687/ref=sr_1_13?crid=3LEN38FUIZBOU&dib=eyJ2IjoiMSJ9.iUhFWZy7nDKE-Z4z6TlOw2nZ0ct-psVKUHHC5joD2L7w-Sd3nvz2-kQmpgEdjNTnRfJmOZQwo3M7JqByPC49lSi5V0Qu_d4NSiG6ppgBTkoXNO2WhJXtJCqFUf1AapOUcE8B2-OldkhC6coOMWJsRGsffKkTEQNn3QMndBd9xawAahDwrZzceHpOsOjkMNe0HrpO0rUXiGEJKmgsywEWPCaXAYqkJnU4vgYORq1yffs.mBkrGKVPIOJx4dLwinbLHM6KKrd60zYizOb3w59opP8&dib_tag=se&keywords=laptop&qid=1720769911&sprefix=laptop%2Caps%2C268&sr=8-13
31,"(Refurbished) Lenovo ThinkPad 8th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics)  ","17,299",https://amazon.in//Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CR49QPM9/ref=sr_1_14?crid=3LEN38FUIZBOU&dib=eyJ2IjoiMSJ9.iUhFWZy7nDKE-Z4z6TlOw2nZ0ct-psVKUHHC5joD2L7w-Sd3nvz2-kQmpgEdjNTnRfJmOZQwo3M7JqByPC49lSi5V0Qu_d4NSiG6ppgBTkoXNO2WhJXtJCqFUf1AapOUcE8B2-OldkhC6coOMWJsRGsffKkTEQNn3QMndBd9xawAahDwrZzceHpOsOjkMNe0HrpO0rUXiGEJKmgsywEWPCaXAYqkJnU4vgYORq1yffs.mBkrGKVPIOJx4dLwinbLHM6KKrd60zYizOb3w59opP8&dib_tag=se&keywords=laptop&qid=1720769911&sprefix=laptop%2Caps%2C268&sr=8-14
32,"Dell 14 Thin & Light Laptop, 12th Gen Intel Core i3-1215U Processor/8GB/512GB SSD/Intel UHD Graphics/14.0""(35.56cm) FHD/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Grey/1.48kg  ","34,990",https://amazon.in//Dell-14-Rheinland-Certified-Comfortview/dp/B0BQJ9HZPP/ref=sr_1_15?crid=3LEN38FUIZBOU&dib=eyJ2IjoiMSJ9.iUhFWZy7nDKE-Z4z6TlOw2nZ0ct-psVKUHHC5joD2L7w-Sd3nvz2-kQmpgEdjNTnRfJmOZQwo3M7JqByPC49lSi5V0Qu_d4NSiG6ppgBTkoXNO2WhJXtJCqFUf1AapOUcE8B2-OldkhC6coOMWJsRGsffKkTEQNn3QMndBd9xawAahDwrZzceHpOsOjkMNe0HrpO0rUXiGEJKmgsywEWPCaXAYqkJnU4vgYORq1yffs.mBkrGKVPIOJx4dLwinbLHM6KKrd60zYizOb3w59opP8&dib_tag=se&keywords=laptop&qid=1720769911&sprefix=laptop%2Caps%2C268&sr=8-15
33,"Acer Aspire Lite AMD Ryzen 5 5500U Premium Thin and Light Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG  ","36,990",https://amazon.in//Acer-Premium-Windows-AL15-41-Display/dp/B0CB7S1RTX/ref=sr_1_16?crid=3LEN38FUIZBOU&dib=eyJ2IjoiMSJ9.iUhFWZy7nDKE-Z4z6TlOw2nZ0ct-psVKUHHC5joD2L7w-Sd3nvz2-kQmpgEdjNTnRfJmOZQwo3M7JqByPC49lSi5V0Qu_d4NSiG6ppgBTkoXNO2WhJXtJCqFUf1AapOUcE8B2-OldkhC6coOMWJsRGsffKkTEQNn3QMndBd9xawAahDwrZzceHpOsOjkMNe0HrpO0rUXiGEJKmgsywEWPCaXAYqkJnU4vgYORq1yffs.mBkrGKVPIOJx4dLwinbLHM6KKrd60zYizOb3w59opP8&dib_tag=se&keywords=laptop&qid=1720769911&sprefix=laptop%2Caps%2C268&sr=8-16
34,"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, 720p HD camera, Backlit KB, Thin & Light (Win 11, Silver, 1.69 kg), fy5009TU  ","52,990",https://amazon.in//HP-i5-1235U-15-6-inch-graphics-fy5009TU/dp/B0D4M66F6R/ref=sr_1_17?crid=3LEN38FUIZBOU&dib=eyJ2IjoiMSJ9.iUhFWZy7nDKE-Z4z6TlOw2nZ0ct-psVKUHHC5joD2L7w-Sd3nvz2-kQmpgEdjNTnRfJmOZQwo3M7JqByPC49lSi5V0Qu_d4NSiG6ppgBTkoXNO2WhJXtJCqFUf1AapOUcE8B2-OldkhC6coOMWJsRGsffKkTEQNn3QMndBd9xawAahDwrZzceHpOsOjkMNe0HrpO0rUXiGEJKmgsywEWPCaXAYqkJnU4vgYORq1yffs.mBkrGKVPIOJx4dLwinbLHM6KKrd60zYizOb3w59opP8&dib_tag=se&keywords=laptop&qid=1720769911&sprefix=laptop%2Caps%2C268&sr=8-17
35,"(Refurbished) Lenovo ThinkPad 5th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 10 Pro/MS Office/WiFi/Webcam/Intel Graphics), Black  ","14,200",https://amazon.in//Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CR495DW5/ref=sr_1_9?crid=3LEN38FUIZBOU&dib=eyJ2IjoiMSJ9.iUhFWZy7nDKE-Z4z6TlOw2nZ0ct-psVKUHHC5joD2L7w-Sd3nvz2-kQmpgEdjNTnRfJmOZQwo3M7JqByPC49lSi5V0Qu_d4NSiG6ppgBTkoXNO2WhJXtJCqFUf1AapOUcE8B2-OldkhC6coOMWJsRGsffKkTEQNn3QMndBd9xawAahDwrZzceHpOsOjkMNe0HrpO0rUXiGEJKmgsywEWPCaXAYqkJnU4vgYORq1yffs.mBkrGKVPIOJx4dLwinbLHM6KKrd60zYizOb3w59opP8&dib_tag=se&keywords=laptop&qid=1720769858&sprefix=laptop%2Caps%2C268&sr=8-9
36,"HP Laptop 15,12th Gen Intel Core i3-1215U,15.6 inch(39.6 cm),FHD,Anti-Glare,8 GB DDR4,512 GB SSD,Windows 11,MSO,Dual Speakers,1.69 kg,Natural Silver,15s-fq5326TU  ","36,690",https://amazon.in//HP-i3-1215U-Anti-Glare-Speakers-15s-fq5326TU/dp/B0CYQ257C1/ref=sr_1_18?crid=3LEN38FUIZBOU&dib=eyJ2IjoiMSJ9.iUhFWZy7nDKE-Z4z6TlOw2nZ0ct-psVKUHHC5joD2L7w-Sd3nvz2-kQmpgEdjNTnRfJmOZQwo3M7JqByPC49lSi5V0Qu_d4NSiG6ppgBTkoXNO2WhJXtJCqFUf1AapOUcE8B2-OldkhC6coOMWJsRGsffKkTEQNn3QMndBd9xawAahDwrZzceHpOsOjkMNe0HrpO0rUXiGEJKmgsywEWPCaXAYqkJnU4vgYORq1yffs.mBkrGKVPIOJx4dLwinbLHM6KKrd60zYizOb3w59opP8&dib_tag=se&keywords=laptop&qid=1720769911&sprefix=laptop%2Caps%2C268&sr=8-18
37,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon graphics, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.69 kg), eq2212AU  ","31,950",https://amazon.in//HP-Anti-Glare-Graphics-15s-eq2212AU/dp/B0BQN2HV46/ref=sr_1_19?crid=3LEN38FUIZBOU&dib=eyJ2IjoiMSJ9.iUhFWZy7nDKE-Z4z6TlOw2nZ0ct-psVKUHHC5joD2L7w-Sd3nvz2-kQmpgEdjNTnRfJmOZQwo3M7JqByPC49lSi5V0Qu_d4NSiG6ppgBTkoXNO2WhJXtJCqFUf1AapOUcE8B2-OldkhC6coOMWJsRGsffKkTEQNn3QMndBd9xawAahDwrZzceHpOsOjkMNe0HrpO0rUXiGEJKmgsywEWPCaXAYqkJnU4vgYORq1yffs.mBkrGKVPIOJx4dLwinbLHM6KKrd60zYizOb3w59opP8&dib_tag=se&keywords=laptop&qid=1720769911&sprefix=laptop%2Caps%2C268&sr=8-19
38,"Acer [Smartchoice] Aspire Lite AMD Ryzen 3 5300U Premium Thin and Light Laptop (Windows 11 Home/8 GB RAM/512 GB SSD) AL15-41 with 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.6 KG  ","28,990",https://amazon.in//Acer-Smartchoice-Premium-Windows-AL15-41/dp/B0CWTSF1TK/ref=sr_1_20?crid=3LEN38FUIZBOU&dib=eyJ2IjoiMSJ9.iUhFWZy7nDKE-Z4z6TlOw2nZ0ct-psVKUHHC5joD2L7w-Sd3nvz2-kQmpgEdjNTnRfJmOZQwo3M7JqByPC49lSi5V0Qu_d4NSiG6ppgBTkoXNO2WhJXtJCqFUf1AapOUcE8B2-OldkhC6coOMWJsRGsffKkTEQNn3QMndBd9xawAahDwrZzceHpOsOjkMNe0HrpO0rUXiGEJKmgsywEWPCaXAYqkJnU4vgYORq1yffs.mBkrGKVPIOJx4dLwinbLHM6KKrd60zYizOb3w59opP8&dib_tag=se&keywords=laptop&qid=1720769911&sprefix=laptop%2Caps%2C268&sr=8-20
39,"ASUS Vivobook 14 Thin and Light Laptop, IntelCore i3-1215U 12th Gen, 14"" (35.56 cm) FHD, (8 GB RAM/512GB SSD/Win11/Office 2021/Fingerprint/42WHr /Blue/1.40 kg), X1404ZA-NK321WS  ","37,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NzkzOTcyOTg0MzQxMTkzOjE3MjA3Njk5MTE6c3BfYnRmOjMwMDIzMDAxNTA3NjQzMjo6MDo6&url=%2FASUS-Vivobook-IntelCore-Fingerprint-X1404ZA-NK321WS%2Fdp%2FB0CCP9PH92%2Fref%3Dsr_1_21_sspa%3Fcrid%3D3LEN38FUIZBOU%26dib%3DeyJ2IjoiMSJ9.iUhFWZy7nDKE-Z4z6TlOw2nZ0ct-psVKUHHC5joD2L7w-Sd3nvz2-kQmpgEdjNTnRfJmOZQwo3M7JqByPC49lSi5V0Qu_d4NSiG6ppgBTkoXNO2WhJXtJCqFUf1AapOUcE8B2-OldkhC6coOMWJsRGsffKkTEQNn3QMndBd9xawAahDwrZzceHpOsOjkMNe0HrpO0rUXiGEJKmgsywEWPCaXAYqkJnU4vgYORq1yffs.mBkrGKVPIOJx4dLwinbLHM6KKrd60zYizOb3w59opP8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1720769911%26sprefix%3Dlaptop%252Caps%252C268%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
40,"ASUS Vivobook 15 (2023), Intel Core I5-13500H 13Th Gen, 15.6"" (39.62 Cms) Fhd, Thin and Light Laptop (16Gb/512Gb Ssd/Intel Iris X?/Win 11/Office 2021/Backlit Kb/Blue/1.7 Kg), X1502Va-Nj541Ws  ","60,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NzkzOTcyOTg0MzQxMTkzOjE3MjA3Njk5MTE6c3BfYnRmOjMwMDIzMDAxNTA3NjYzMjo6MDo6&url=%2FASUS-Vivobook-i5-13500H-Backlit-X1502VA-NJ541WS%2Fdp%2FB0C1GDVT65%2Fref%3Dsr_1_22_sspa%3Fcrid%3D3LEN38FUIZBOU%26dib%3DeyJ2IjoiMSJ9.iUhFWZy7nDKE-Z4z6TlOw2nZ0ct-psVKUHHC5joD2L7w-Sd3nvz2-kQmpgEdjNTnRfJmOZQwo3M7JqByPC49lSi5V0Qu_d4NSiG6ppgBTkoXNO2WhJXtJCqFUf1AapOUcE8B2-OldkhC6coOMWJsRGsffKkTEQNn3QMndBd9xawAahDwrZzceHpOsOjkMNe0HrpO0rUXiGEJKmgsywEWPCaXAYqkJnU4vgYORq1yffs.mBkrGKVPIOJx4dLwinbLHM6KKrd60zYizOb3w59opP8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1720769911%26sprefix%3Dlaptop%252Caps%252C268%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
41,"Acer Aspire Lite AMD Ryzen 5 5500U Premium Thin and Light Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG  ","36,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTozNDkxMjIwMTM4MTg2MTkzOjE3MjA3Njk5MzY6c3BfYXRmOjMwMDE1OTk3NTUzMDgzMjo6MDo6&url=%2FAcer-Premium-Windows-AL15-41-Display%2Fdp%2FB0CB7S1RTX%2Fref%3Dsr_1_1_sspa%3Fcrid%3D3LEN38FUIZBOU%26dib%3DeyJ2IjoiMSJ9.iUhFWZy7nDKE-Z4z6TlOw2nZ0ct-psVKUHHC5joD2L7w-Sd3nvz2-kQmpgEdjNTnRfJmOZQwo3M7JqByPC49lSi5V0Qu_d4NSiG6ppgBTkoXNO2WhJXtJCqFUf1AapOUcE8B2-OldkhC6coOMWJsRGsffKkTEQNn3QMndBd9xawAahDwrZzceHpOsOjkMNe0HrpO0rUXiGEJKmgsywEWPCaXAYqkJnU4vgYORq1yffs.mBkrGKVPIOJx4dLwinbLHM6KKrd60zYizOb3w59opP8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1720769936%26sprefix%3Dlaptop%252Caps%252C268%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
